"contract_id","case_filed_yr","case_filed_month","jurisdiction","zip","assign_atty","case_type","hours_worked"
" 680 5D153602","2013","08","Connecticut         ","06610","620","05223",18
" 680 1456R682","2013","06","Texas               ","78041","100","05121",218
" 680 0E398347","2013","11","Montana             ","59601","593","05122",137
" 680 6221X471","2012","03","California          ","95035","542","05106",38
" 680 3164C103","2012","08","New York            ","11757","600","05121",1287
" 680 8921X618","2012","02","Illinois            ","60630","712","05219",17
" 680 5218N133","2012","05","Georgia             ","30830","712","05106",287
" 680 3B045561","2012","02","California          ","93514","091","05102",3
" 680 5229L120","2012","07","New Jersey          ","07087","712","05122",24
" 680 259M9680","2013","12","North Carolina      ","27511","599","05122",108
" 680 0E361133","2013","11","Colorado            ","81503","042","05223",11
" 680 6611L969","2012","08","Pennsylvania        ","17201","612","05219",28
" 680 6D917837","2013","10","Texas               ","75062","169","05122",160
" 680 2C586664","2013","10","New Jersey          ","08701","620","05121",338
" 680 0E361133","2013","11","Colorado            ","81505","636","05223",1555
" 680 6646X319","2012","03","Michigan            ","48150","712","05219",10
" 680 2784L005","2012","05","Illinois            ","60181","651","05219",3
" 680 9180R692","2013","10","Connecticut         ","06051","612","05223",366
" 680 1734X773","2013","01","South Carolina      ","29033","612","05121",76
" 680 2630L62A","2012","07","Ohio                ","44632","612","05223",19
" 680 265Y115A","2013","06","New York            ","10021","665","05122",7
" 680 0360P107","2013","10","Wisconsin           ","53405","164","05224",20
" 680 6B845244","2013","03","Kentucky            ","40299","111","05122",17
" 680 1736R495","2013","06","Connecticut         ","06091","940","05125",65
" 680 9332N824","2012","08","California          ","90744","599","05119",73
" 680 3C372150","2013","09","North Dakota        ","58801","010","05121",8
" 680 7818C12A","2013","10","New Jersey          ","07666","612","05223",181
" 680 2914P767","2013","12","Illinois            ","60016","665","05121",17
" 680 5248R141","2012","08","California          ","91737","531","05101",179
" 680 2A376910","2012","05","Virginia            ","24401","093","05219",30
" 680 4B013419","2012","02","Illinois            ","60007","742","05122",147
" 680 3842N733","2013","04","Tennessee           ","37207","416","05121",314
" 680 4413M209","2012","06","New York            ","10065","092","05119",4
" 680 3980X586","2012","03","Kansas              ","67901","599","05122",18
" 680 353W2690","2013","06","Illinois            ","60601","612","05122",250
" 680 6871M818","2013","08","New York            ","14534","473","05122",14
" 680 4A53647A","2012","07","Georgia             ","30506","745","05122",76
" 680 9094B498","2013","06","South Carolina      ","29707","620","05121",20
" 680 7278C773","2013","08","Louisiana           ","71449","169","05224",29
" 680 5A699071","2012","08","California          ","91206","712","05219",185
" 680 6A835163","2013","11","North Carolina      ","28208","010","05224",1067
" 680 8236R713","2012","08","New Mexico          ","87114","712","05219",101
" PACP9331L387","2012","08","Texas               ","76180","060","05132",136
" 680 2718M255","2012","08","California          ","92128","620","05121",153
" PACP6566P274","2012","08","Texas               ","77351","596","05106",11
" 680 7026R318","2013","10","Kentucky            ","41011","540","05131",3
" 680 6999P805","2013","03","Colorado            ","80234","169","05121",5
" 680 59L17113","2012","08","Arkansas            ","72201","651","05102",296
" 680 3531N906","2012","08","California          ","95971","712","05219",33
" 680 1A535718","2012","05","Pennsylvania        ","18020","599","05122",43
" 680 6C552455","2013","12","Illinois            ","60131","612","05121",175
" 680 8135N173","2012","08","Massachusetts       ","02186","090","05202",932
" PACP8C127169","2013","01","Texas               ","75087","951","05122",85
" 680 0404P298","2012","08","Colorado            ","80109","712","05121",2609
" 680 711H1705","2013","04","New Mexico          ","87110","456","05121",6
" 680 6708P268","2012","02","New York            ","10512","651","05102",25
" 680 5C677961","2013","12","Illinois            ","61107","641","05224",6730
" 680 5A353810","2013","08","Utah                ","84070","620","05121",79
" 680 9A100662","2012","08","Georgia             ","30354","712","05219",6
" 680 3733X62A","2013","01","Tennessee           ","38305","600","05121",104
" 680 3386R148","2012","08","California          ","91325","651","05219",412
" 680 8B580048","2013","07","Maryland            ","20902","571","05122",46
" 680 8D184079","2013","12","Massachusetts       ","02026","042","05224",211
" 680 434M1295","2013","11","Texas               ","78648","169","05121",114
" 680 6569C996","2012","06","New Jersey          ","08527","712","05119",13
" 680 7B995601","2013","05","North Carolina      ","27103","045","05122",28
" 680 6515H333","2013","10","Illinois            ","60015","416","05122",41
" 680 3C185541","2013","09","Texas               ","75202","101","05122",102
" 680 6342N676","2012","08","Alabama             ","35586","600","05121",660
" 680 1A981811","2012","06","Illinois            ","60656","620","05121",24
" 680 7927L913","2013","11","Georgia             ","30096","676","05223",197
" 680 9C445409","2013","03","Virginia            ","22015","970","05219",17
" 680 7D337564","2013","10","New York            ","10009","543","05224",3240
" 680 8692M836","2013","11","North Carolina      ","27023","620","05223",115
" 680 8615M867","2012","08","California          ","95133","712","05219",24
" 680 5162L596","2013","09","New Jersey          ","07030","620","05223",77
" 680 5503R906","2013","08","Colorado            ","80010","100","05219",17
" 680 4C192505","2013","10","Ohio                ","44116","169","05224",99
" 680 3884P375","2013","01","Colorado            ","81620","620","05119",107
" 680 0C296689","2012","08","California          ","92543","599","05101",30
" 680 2B844926","2013","03","Tennessee           ","38018","665","05121",161
" 680 937W0450","2012","08","California          ","94086","712","05219",2
" 680 7369P436","2012","03","California          ","92705","651","05219",150
" 680 5049B518","2013","11","Kentucky            ","40203","592","05121",12
" 680 863W9771","2013","09","New York            ","10510","612","05145",27
" 680 5A835780","2013","08","North Carolina      ","28160","533","05224",49
" 680 3B034024","2012","02","North Carolina      ","27265","712","05219",21
" 680 5339H901","2012","08","Pennsylvania        ","15137","546","05219",129
" PACP6246W513","2012","03","Texas               ","75181","596","05102",58
" 680 7C571467","2013","02","Illinois            ","60606","169","05223",33
" 680 5377L362","2013","08","Utah                ","84648","010","05224",128
" 680 6B461758","2013","03","Illinois            ","60169","665","05224",164
" 680 6591N644","2013","07","Illinois            ","60642","620","05121",531
" PACP7575M020","2012","08","Texas               ","79109","712","05233",402
" 680 4161N870","2012","06","Illinois            ","60706","620","05223",23
" 680 9C166132","2013","04","Minnesota           ","55401","612","05119",1
" 680 9A218271","2013","12","New York            ","12550","612","05223",124
" 680 9568N369","2013","09","Michigan            ","48328","100","05119",706
" 680 8645R428","2012","08","New Jersey          ","07853","712","05122",17
" 680 4657C097","2012","04","California          ","95401","612","05121",250
" 680 9A430097","2012","02","California          ","93117","599","05102",66
" 680 8071M558","2012","01","Vermont             ","05495","712","05219",29
" 680 2349R837","2013","07","Texas               ","79416","665","05121",20
" 680 2B836975","2012","08","Mississippi         ","38606","712","05121",23
" 680 1C640743","2013","07","Kansas              ","67664","954","05125",48
" 680 8194L920","2013","11","Utah                ","84084","620","05223",1301
" 680 2B441142","2012","08","California          ","92011","994","05119",7
" 680 6789X109","2012","08","California          ","95691","599","05122",155
" 680 7C095170","2013","02","Ohio                ","43612","970","05125",10
" 680 7B406325","2013","05","Illinois            ","60645","620","05121",135
" 680 7964N463","2012","08","New Hampshire       ","03101","090","05219",35
" 680 280M0712","2012","08","Delaware            ","19975","092","05106",28
" 680 6980W977","2013","05","Utah                ","84770","612","05121",17
" 680 8C895251","2013","03","South Carolina      ","29072","169","05224",3
" 680 6B721801","2012","06","Georgia             ","30067","620","05223",50
" 680 641M2571","2012","08","Maryland            ","20745","562","05219",126
" 680 2322P080","2013","12","Tennessee           ","37166","169","05224",36
" 680 9012L55A","2012","01","Colorado            ","80013","749","05119",2
" 680 8627H873","2012","02","New Jersey          ","08753","416","05119",25
" 680 5932P705","2012","01","Massachusetts       ","01510","090","05101",5
" 680 8D013082","2013","12","Oregon              ","97015","676","05121",39
" 680 3882C788","2012","04","Connecticut         ","06514","651","05119",10
" 680 4D106848","2013","07","Texas               ","78852","612","05121",2658
" 680 2791A355","2012","08","New York            ","12203","651","05119",39
" 680 6649W720","2012","04","New York            ","10165","651","05219",4
" 680 6A712704","2012","08","Arkansas            ","72201","091","05219",22330
" 680 598D7123","2013","06","New York            ","14218","440","05223",237
" 680 2B318152","2012","06","Connecticut         ","06511","090","05102",35
" 680 5D262401","2013","10","Connecticut         ","06119","169","05122",24
" 680 3778R040","2012","08","Massachusetts       ","02210","542","05122",1032
" 680 5A362216","2013","10","Virginia            ","20109","665","05223",8
" 680 1C681448","2013","08","Texas               ","76252","496","05122",10
" 680 9090N806","2012","08","Massachusetts       ","02050","090","05101",7
" 680 237M2621","2012","08","New Jersey          ","07643","691","05219",75
" 680 4961B536","2012","08","New Jersey          ","08501","651","05106",612
" 680 4500C592","2012","04","Georgia             ","31501","531","05219",23969
" 680 4B692412","2013","03","North Carolina      ","28714","169","05119",223
" 680 7914N238","2012","08","California          ","95125","712","05219",50
" 680 8289M511","2013","12","New York            ","11554","612","05223",166
" 680 7A894658","2012","08","California          ","93301","620","05121",293
" 680 1038N628","2012","08","Washington          ","98273","593","05119",17
" 680 5845L764","2013","08","Minnesota           ","55066","612","05121",80
